artist,country,year,country-guess,source,genres
Mele,,2010,,,
Mella Dee,,2025,,,
Menahem Pressler,,2017,,,
Menck & Lissat,,2008,,,
Mercury,,2012,,,
Mercury Rev,,1998,,,
Meredith Monk & Robert Een,,1992,,,
Merka,,2007,,,
Mes,,2011,,,
Meta,,2018,,,
Metodi Hristov,,2018,,,
Metope,,2010,,,
Metro Area,,2007,,,
Metronomy,,2022,,,
Mia Dora,,2012,,,
Micha Moor,,2006,,,
Michael Clark,,2013,,,
Michael Klein,,2018,,,
Michael Mayer & Agoria,,2016,,,
Michael Mayer & Kölsch,,2016,,,
Michael Woods,,2011,,,
Michal Ho,,2024,,,
Micky Slim,,2008,,,
Micky Slim ft. Tank,,2008,,,
Midland,,2014,,,
Mighty Dub Katz,,2013,,,
Mightyfools,,2009,,,
Miguel Campbell,,2013,,,
Miguel Migs,,2004,,,
Mihai Popoviciu,,2024,,,
Mihai Popoviciu & David Delgado,,2025,,,
Mihai Popoviciu & James Dexter,,2017,,,
Miike Snow,,2014,,,
MikIX The Cat,,2010,,,
Mika,,2009,,,
Mika Yoshida,,2001,,,
Mikael Wills,NZ,2012,NZ,,
Mikayli,,2024,,,
Mike Dehnert,,2021,,,
Mike Griego,,2014,,,
Mike Mcfly,,2018,,,
Mikey Lion & Sacha Robotti,,2018,,,
"Mikey Lion, Sacha Robotti & Desert Hearts",,2018,,,
Mikkel Metal,,2004,,,
Miles Davis,,1969,,,
Miles Dyson,,2008,,,
Miles Dyson vs. Blende,,2006,,,
Milk & Sugar & MS2,,2006,,,
Milky,,,,,
Mincy,,2022,,,
Mineo,,2022,,,
Minilogue,,2008,,,
Ministre X,,2013,,,
Minor Science,,2025,,,
Mins & Skreech,,2011,,,
Minuit,NZ,2008,NZ,,
Miss Kittin & The Hacker,,2009,,,
Miss Nine,,2012,,,
Missoddkidd,,2008,,,
Missy Elliot,,2011,,,
"Mitsuko Uchida, David Soyer & Soovin Kim",,2011,,,
Mixhell,,2009,,,
Mixman,,1994,,,
MoMa Ready,,2025,,,
Mobin Master,,2008,,,
Moby,,2012,,,
Moby & Special Request,,2023,,,
Mod Sens,,2025,,,
Model Style & BAZEDA,,2012,,,
Modelor,,2003,,,
Moderat,,2023,,,
Modeselektor,,2026,,,
Modjo,,2008,,,
Modular Project,,2015,,,
Module,NZ,2007,NZ,,
Moguai,,2009,,,
Mojo Filter,,2008,,,
Mokotron,NZ,2024,NZ,,
Mokotron & Go Nuclear,,2022,,,
Molly Lewis,,2024,,,
Moloko,,2001,,,
Money Mark,,1997,,,
Monie Love,,1990,,,
Monika Kruse,,2024,,,
Monika Kruse & Patrick Lindsey,,2007,,,
Monkey Boots,NZ,,NZ,,House
Monkey Safari,,2018,,,
Monkey Wrench,,2011,,,
Mono/Loco,NZ,2025,NZ,,House
Monoder,,2022,,,
Monolake,,2005,,,
Monolink,,2010,,,
Monotronique,,2020,,,
Monty,,2023,,,
Mood II Swing,,2006,,,
Mood Unit,,2016,,,
Moodena & Charles Levine,,2024,,,
Moodeymann,,2010,,,
Moodymann,,2012,,,
Moomin,,2019,,,
Moon Boots,,2018,,,
Moondog,,1994,,,
Mord Fustang,,2018,,,
Moresounds,,2018,,,
Morphine,,1993,,,
Morton Subotnick,,2011,,,
Moshic,,2020,,,
Mossy,,2008,,,
Moston & Malente,NZ,2007,NZ,,
Motorhead,,2009,,,
Moulinex,,2008,,,
Move D,,2013,,,
Moving Units,,2007,,,
Mowgli,,2011,,,
Mozza! & DJ Dizzy,,2013,,,
Mr Gaspar & Snake Charmer,,2010,,,
Mr Hudson & The Library,,2007,,,
Mr Oizo,,2012,,,
Mr Squatch,NZ,2009,NZ,,
Mr. Elastik,,2008,,,
Mr. Ho,,2022,,,
Mr. Ho & Mogwaa,,2020,,,
Mr. Hudson & the Library,,2007,,,
Mr. Oizo,,2011,,,
Mr. Pher,,2008,,,
MrSee,,2022,,,
Mulik,,2014,,,
Mulik & Marc Garcia,,2014,,,
Mulvey,,2025,,,
Mumdance & Brodinski,,2010,,,
Mungo's Hi Fi,,2022,,,
Mungo's Hi Fi & Solo Banton,,2023,,,
Munk,,2009,,,
Munnibrotherz,,2012,,,
Murcof,,2021,,,
Murcof & Vanessa Wagner,,2017,,,
Murk,,2013,,,
Muscles,,2006,,,
Musica Antiqua Köln,,2011,,,
Mustard Pimp,,2011,,,
Mutable Mercury,,2023,,,
Muzzaik,,2008,,,
My Nu Leng,,2014,,,
My Nu Leng & Fearful,,2013,,,
Myd,NZ,2010,NZ,,
Mylan,,2013,,,
Mylo,,2012,,,
Mystic State,,2022,,,
"MÖM, Haszari",,2024,,,
N Zo & DJ Invincible ft. Steff,,1994,,,
N.A.M.E.,NZ,2009,NZ,,
N.A.S.A.,,2009,,,
N.V,,,,,
N.W.A.,,2003,,,
NORI.wav,,2023,,,
NSU,,2009,,,
NTFO & Karmon,,2014,,,
NTO,,2017,,,
Nadastrom,,2010,,,
Nadia Struiwigh,,2021,,,
Nagano Kitchen (aka Hideo Kobayashi & Jerome Sydenham),,2008,,,
Naked Music NYC,,1998,,,
Nancy And Beth,,2017,,,
Nancy Sinatra,,2009,,,
Nas,,2010,,,
Nashville Cast,,2016,,,
Nasser Baker,,2018,,,
Nasty Genuis vs. Yuhei Kubo,NZ,2007,NZ,,
Natasha Bedingfield,,2007,,,
Nate Dogg,,2013,,,
Nathan Haines,NZ,2005,NZ,,
Nathan Rivers,,2010,,,
Natural Rhythm,,2025,,,
Naughty By Nature,,2023,,,
Nay Nay,,2008,,,
Nelly Furtado,,2006,,,
Nene H,,2020,,,
Neneh Cherry,,,,,
Nero,,2012,,,
Neurus,,2007,,,
"New York Philharmonic, Frank Huang & Paolo Bordignon",,2016,,,
New Young Pony Club,,2006,,,
Newa,,2018,,,
Neztic,,2006,,,
Ni'Jah,,2023,,,
NiCe7,,2014,,,
Nia Archives,,2022,,,
Nic Fanciulli,,2020,,,
Nic Fanciulli & Zoo Brazil,,2008,,,
Nice Girl,NZ,2022,NZ,,"House; Techno"
Nick & Danny Chatelain & Toufik Yakhlef,,2009,,,
Nick Breinich,,2025,,,
Nick Collings & ProN,NZ,2013,NZ,,
Nick Curly,,2023,,,
Nick León,,2021,,,
Nick Monaco & Kill Frenzy,,2012,,,
Nick Olivetti,,2012,,,
Nick Supply,,2009,,,
Nick Supply & Jackinori,,2009,,,
Nico Morano,,2023,,,
Nico Stojan,,2017,,,
Nicola Conte,,2000,,,
Nicola Cruz,,2022,,,
Nicolas Jaar,,2015,,,
Nicole Moudaber,,2019,,,
Nigel Kennedy & Berlin Philharmonic,,1984,,,
Night Drugs,,2008,,,
Nightcrawlers,,2014,,,
Nightmares On Wax,,2008,,,
Nihil Young & Wolf Story,,2017,,,
Nihoni,,2018,,,
Nikki Nair,,2022,,,
Nikki Nair & DJ ADHD,,2022,,,
Nikki Nair & Sam Binga,,2023,,,
Nikki Nair & Uffie,,2025,,,
Nikola Gala,,2014,,,
Nikolozi,,2020,,,
Nils Frahm,,2022,,,
Nils Frahm & F.S.Blumm,,2021,,,
Nils König,,2011,,,
"Nina Eba, Bomb Dylan",,2024,,,
Nina Kraviz,,2014,,,
Nina Simone,,2003,,,
Ninajirachi,,2025,,,
Ninelives The Cat,,2007,,,
Ninjastep,NZ,2010,NZ,,
Nino Tores,,2024,,,
Nirvana,,2021,,,
Nite Fleit,,2020,,,
Nitin Sawhney,,,,,
Nitro,,2007,,,
Niños Indigo,,2023,,,
Nkisi,,2020,,,
Nneka,,2010,,,
Nocturnal Sunshine,,2015,,,
Noir,,2019,,,
"Noir, Haze",,2011,,,
"Noir, Haze, Compact Grey & Ron Costa",,2013,,,
Noisebuilder,,2010,,,
Noisia,,2021,,,
Noob & Brodinski,,2009,,,
Nort,NZ,2011,NZ,,
North Shore Pony Club,NZ,2012,NZ,,
Novelist,,2018,,,
Nowiss,,2013,,,
Nujax,,2009,,,
Numa Crew,,2015,,,
Nuyorican Soul,,,,,
Nyx,,2011,,,
O/Y,,2023,,,
OFFAIAH,,2023,,,
OJOJOJ,,2011,,,
OK EG,,2023,,,
OMC,,,NZ,https://musicbrainz.org/artist/c281ed6c-7faf-45f4-83a7-809de9d005c3,
OMRI.,,2025,,,
Oakley Grenell,,2024,,,
Obbie,,2024,,,
Obeka,,2025,,,
Obeka & BIG DRECO,,2025,,,
Obeka & WOST,,2025,,,
Obeka & Yemi Bolatiwa,,2025,,,
Objekt,,2018,,,
Obscure Shape,,2025,,,
Ocelot,,2010,,,
Ochre,,2017,,,
Octo Octa,,2023,,,
Odyssey,,2012,NZ,https://musicbrainz.org/artist/3019cdef-ebff-463c-bab3-c04d9f2a6139,
Of Norway,,2014,,,
Oh My,,2013,,,
Ojos De Brujo,,2006,,,
Ol' Dirty Bastard,,1995,,,
Olaf Stuut,,2013,,,
Olav Basoski,,2007,,,
Olav Basoski pres. Remaniax,,2007,,,
Olene Kadar,,2011,,,
Oliver $,,2010,,,
Oliver Coates,,2024,,,
Oliver Dollar & Jimi Jules,,2014,,,
Oliver Huntemann,,2019,,,
Oliver Huntemann & André Winter,,2019,,,
Oliver Huntemann & Dubfire,,2014,,,
Oliver Lang,,2008,,,
Oliver Nelson,,1961,,,
Oliver Prince,NZ,2023,NZ,,
Oliver Schories,,2017,,,
Olivier Giacomotto,,2009,,,
Olux & Teknizm,NZ,2013,NZ,,
Om Unit,,2014,,,
Om Unit & Danny Scrilla,,2014,,,
Om Unit & Moresounds,,2014,,,
Omar S,,2017,,,
Omer Hazan,,2012,,,
Onanon,,2008,NZ,https://musicbrainz.org/artist/59101795-1a07-49f5-84f7-34331d90a55f,
Ondubground,,2021,,,
One Fingered Pocket,,2005,,,
OneOneOne,,2025,,,
Oneohtrix Point Never,,2017,,,
Ongaku,,2013,,,
Onhell,,2022,,,
Onhell & Karan,,2024,,,
Onionz,,2013,,,
Only Freak,,2005,,,
Only Jack Jones,,2012,,,
Only Jack Jones feat MC Cyanide,,2013,,,
Oona Dahl,,2014,,,
Oovation,,2014,,,
Operator Please,,2007,,,
Opiuo,NZ,2010,NZ,,
Oppidan,,2022,,,
Optimus Gryme,NZ,2011,NZ,,
Optmst,,2022,,,
Or:la,,2020,,,
Orbe,,2018,,,
Orbital,,2010,,,
Orchestra Da Camera Di Napoli & Enzo Amato,,2008,,,
Orchid Mantis,,2017,,,
"Oren Ambarchi, Massimo Pupillo & Stefano Pilia",,2016,,,
Organikismness,NZ,2009,NZ,,"Drum & Bass; Dub; Dubstep"
Orion,,2025,,,
Orlando Voorn,,2022,,,
Orphic,,2022,,,
Orphx,,2025,,,
Orson,,2018,,,
Oscar Barila,,2022,,,
Oscar G ft. Anne Lise Nicole,,2008,,,
Oscar Luweez,,2013,,,
Oscar Peterson,,,,,
Oss 3000,,2012,,,
Other Spectrum,,2016,,,
Otik,,2019,,,
Ouhana,,2025,,,
Out of Office,,2007,,,
Outboxx,,2015,,,
Overmono,,2023,,,
Overmute,,2011,,,
Overzero ft. Shirley Davis,,2008,,,
Oxia,,2017,,,
Oxide & Neutrino,,2000,,,
Oydet,,2025,,,
Ozzie Guven,,2021,,,
P Diddy ft. Christina Aguilera,,2007,,,
P Money,,2002,,,
P-Money,NZ,2010,NZ,,
P-Money & Dan Aux,NZ,2012,NZ,,
P-Money ft. Roc Raida,NZ,2002,NZ,,
P.A.C.O. & Chemical Surf,,2015,,,
P1rate,NZ,2011,NZ,,
PARISI,,2025,,,
PAWSA,,2021,,,
PBR Streetgang,,2012,,,
PC Music & Hannah Diamond,,2018,,,
PNC,,2009,NZ,https://musicbrainz.org/artist/e99752b1-0a83-48e6-943e-630fb25db25e,
PRGz,,2010,,,
PSK-13 & UGK,,1997,,,
PVA,,2020,,,
Pablo Beatz,,2006,,,
Pablo Bolivar,,2017,,,
Pablo Bolivar & Nacho Sanchez,,2023,,,
Pablo Ferrández & Julien Quentin,,2025,,,
Pachanga Boys,,2013,,,
Paige Julia,NZ,2021,NZ,,"Breakbeat; Electronica"
Paji,,2016,,,
Pal Nemeth & Capella Savaria,,1997,,,
"Pal Nemeth, Capella Savaria & Paolo Tognon",,1997,,,
Paleman,,2020,,,
Palms Trax,,2014,,,
Paluma,,2025,,,
Pan-Pot,,2017,,,
Pance Party,,2010,,,
Panda Dub,,2013,,,
Pangaea,,2023,,,
Pano Manara,,2020,,,
Pantha du Prince,,2003,,,
Pantheon,,2014,,,
Paolo Mojo,,2013,,,
Papa Marlin,,2025,,,
Papa Nugs,,2023,,,
Paper Route Gangstaz,,2008,,,
Para-Beats,,2009,,,
Parallel Dance Ensemble,,2012,NZ,https://musicbrainz.org/artist/afdd5bca-7e30-4a9d-8a5c-409d95404875,
Parallel Voices,,2025,,,
Parallelle & Nicolas Masseyeff,,2025,,,
Paranoid London,,2024,,,
Paranoid London & Mutado Pintado,,2015,,,
Paris Combo,,2002,,,
Parov Stelar,,2007,,,
Particle,,2020,,,
Party Shank,,2007,,,
Partysmartie & Snake Charmer,,2011,,,
Pase Rock,,2009,,,
Passion Pit,,2010,,,
Patella,NZ,2023,NZ,,"House; Minimal"
"Patella, Keanu Raves",NZ,2023,NZ,,
Patrice Bäumel,,2025,,,
Patricia Kopatchinskaja & Camerata Bern,,2024,,,
Patrick Chardronnet,,2005,,,
"Patrick L, DJ Nibc, Andreas Cavaco",,2012,,,
Patrick Topping,,2014,,,
Paul Deighton,,2006,,,
Paul Deighton & Richard Murray,,2008,,,
Paul Jacobs pres. Soul Grabber,,2008,,,
Paul Johnson,,1999,,,
Paul Kalkbrenner,,2014,,,
Paul Ritch,,2013,,,
Pauline Anna Strom,,2021,,,
Paz,,2013,,,
Paz & Nick Thayer,,2012,,,
Paz Yenni,,2012,,,
Peace Division,NZ,2006,NZ,,
Peach,,2020,,,
Pearly*,NZ,2025,NZ,,
Pearson Sound,,2025,,,
Peder Mannerfelt,,2025,,,
Pedestrian,,2016,,,
Pedestrian & Jasperdrum,,2014,,,
Peggy Gou,,2021,,,
Pelican,,2009,,,
Peo De Pitte,,2008,,,
Perc,,2025,,,
Perc & Fractal,,2007,,,
Percy Filth,,2013,,,
Perfect Cell,,2013,,,
Perri (it),,2017,,,
Perseus,,2012,,,
Perverse,NZ,2012,NZ,,
Pet Shop Boys,,2009,,,
Petar Dundov & Gregor Tresher,,2012,,,
"Pete Graham, Marc Spence & Chris Lorenzo",,2013,,,
Pete le Freq,,2007,,,
Peter Bjorn & John,,2009,,,
Peter Gelderblom,,2008,,,
Peter Gregson,,2025,,,
Peter Hobbs,NZ,2025,NZ,,
Pezzner,,2010,,,
Phairo,,2022,,,
Phantomix,,2021,,,
Pharley,,2013,,,
Pharley & Jerkboy,NZ,2012,NZ,,
Pharoahe Monch,,2011,,,
Pharrell,,2005,,,
Phelps & Munro,,2002,,,
Phi-Psonics,,2024,,,
Phil Kieran,,2008,,,
Phil Weeks,,2016,,,
Philip Arruda,,2011,,,
Philip Bader,,2017,,,
Philip Bailey & Phil Collins,,1984,,,
"Philip Glass, Michael Riesman & Lyric Quartet",,2002,,,
Philipp Stoffel,,2025,,,
Phoenix,,2011,,,
Phonat,,2010,,,
Phonatics,,2013,,,
Phonique,,2017,,,
Photonz,,2019,,,
Phreek Plus One,,2007,,,
Phunk Investigation,,2008,,,
Phunk Investigation vs. Boy George,,2008,,,
Phunk Nouveaux,,2006,,,
Piddy Py,,2009,,,
Piecemeal,NZ,2025,NZ,,
Pieces of a Dream,,1983,,,
Piero Pirupa,,2019,,,
Piero Pirupa & Tom Enzy,,2024,,,
Pierre Aderne,,2005,,,
Pig & Dan,,2023,,,
"Pig & Dan, Betoko",,2024,,,
Pig Out,NZ,2010,NZ,,
Pimpsoul,,2011,,,
Pinch,,2020,,,
Pinch & Neffa-T,,2025,,,
Pink Concrete,,2024,,,
Pirupa,,2018,,,
Pirupa & Alex Kennon,,2016,,,
Pirupa & LE:ON,,2016,,,
Pitch Black,,2006,NZ,https://musicbrainz.org/artist/3ea8d3c4-103a-4880-b084-e24e10711d59,
Pitchben,,2012,,,
Placeholder,NZ,2025,NZ,,
Plaid,,2016,,,
Planet Jumper,,2012,,,
Planetary Assault Systems,,2025,,,
Plastikman,,2007,,,
Plastikman & F.U.S.E.,,2015,,,
Plastiscines,,2009,,,
Play Paul,,2010,,,
Players Association,,1980,,,
Pleasurekraft,,2023,,,
Ploy,,2017,,,
Plump DJs,,2017,,,
Pnau,,2008,,,
Pnem & Coco Bryce,,2023,,,
PocketLipps,NZ,2025,NZ,,
"PocketLipps, Haszari",,2026,,,
Poirier,,2009,,,
Pola,,2018,,,
Polargeist,,2010,,,
Polygonia,,2025,,,
Polynation,,2016,,,
Popof,,2021,,,
Pornbugs,,2024,,,
Pornbugs & Frink,,2025,,,
Portabella,,2006,,,
Porter Ricks,,1996,,,
Porya Hatami,,2014,,,
Poxy Music,,2008,,,
Prague Chamber Orchestra & Josef Vlach,,1967,,,
Prague Chamber Orchestra & Petr Skvor,,1977,,,
Praxior,,2013,,,
Prepare To Meet Thy Doom,,2010,,,
Priku & Dinu,,2023,,,
Primal,,2015,,,
Primal Scream,,1997,,,
Prince,,2009,,,
"Prins Thomas, Lindstrom",,2004,,,
Priori,,2023,,,
Priori & Al Wootton,,2023,,,
Pro7,,2009,,,
ProCon,,2010,,,
Proc Fiskal,,2024,,,
Prodigy,,2006,,,
Professor Green,,2010,,,
Project Bassline,,2009,,,
Project Pablo & Patrick Holland,,2018,,,
Projector Mix,NZ,2015,NZ,,
Prok & Fitch,,2020,,,
Propellerheads,,1998,,,
Proper Villains,,2009,,,
Protman,,2002,,,
Proxy,,2012,,,
Pryda,,2013,,,
Psyk,,2025,,,
Public Enemy,,2010,,,
Pulshar,,2016,,,
Pulso,,2018,,,
Purple Disco Machine,,2016,,,
Pye Corner Audio,,2025,,,
Pyjama Party,,2013,,,
Pyramid,,2010,,,
Pérez Prado and His Orchestra,,2015,,,
Q Project,,2000,,,
Q-Ram,,2006,,,
Qasim Naqvi,,2025,,,
Qrion & Spencer Brown,,2026,,,
Quaker,NZ,1997,NZ,,
Quarks,NZ,2010,NZ,,
Quatuor Les Dissonances,,2010,,,
Quatuor Modigliani,,2017,,,
Qubiko,,2019,,,
Queen,,2007,,,
Quentin Sirjacq,,2016,,,
Quest & Odissi,,2006,,,
Quivver,,2013,,,
Qvarz,,2012,,,
R.Kitt,,2020,,,
R1 Ryders,,2010,,,
RAIZA BIZA,,2019,NZ,https://musicbrainz.org/artist/68ad8b77-5451-4877-b73f-c5b4e44d96f0,
RJD2,,2007,,,
RME,,2010,,,
ROSS ISAAC,,2023,,,
RR,,2021,,,
Rachael Starr,,2006,,,
Rachel Goodrich,,2011,,,
Rachel Grimes,,2015,,,
Rachel Kitchlew & SFJ,,2025,,,
Rachel Row,,2012,,,
Radikal Guru,,2021,,,
Radikal Guru & Solo Banton,,2018,,,
Radio Jack & Hakan Ludvigson,,2010,,,
Radio Slave,,2023,,,
Radioactive Man,,2022,,,
Radioplastic,,2008,,,
Rae Morris,,2017,,,
Rafael Anton Irisarri,,2015,,,
Raffertie,,2024,,,
Raica,,2025,,,
Raji Rags,,2020,,,
Ramadanman & Appleblim,,2010,,,
Rami,,2024,,,
Ramirez,,2010,,,
Rampa,,2017,,,
"Rampa, &ME & Adam Port",,2018,,,
Random,,2009,,,
Ransom,,2012,,,
Rapid,,2015,,,
Raredub,,2025,,,
Ratatat,,2004,,,
Raul Young,,2024,,,
Ray Mono,,2019,,,
Re.You,,2017,,,
Re.You & Florian Busse,,2018,,,
Re.You & Soheil,,2018,,,
Rebel Sketchy,,2006,,,
Reboot,,2014,,,
Red Axes,,2022,,,
Red Garland,,,,,
Redlight,,2018,,,
Regal,,2018,,,
Regina Carter,,2017,,,
Rektchordz,,2009,,,
Relentless,,2008,,,
Remarc,,2021,,,
Remi Nicole,,2010,,,
Renaissance Man,,2010,,,
Renaissance Man & Payme & Idiotproof,,2010,,,
Rene Kuppens,,2009,,,
Rene Van Munster,,2009,,,
Rene Wise & Rødhåd,,2021,,,
Rennie Pilgrem,,2007,,,
Rennie Pilgrem & Andrea Lai,,2006,,,
Reso,,2008,,,
Retro/Grade,,2009,,,
Rex the Dog,,2016,,,
Rhian Sheehan & Arli Liberman,NZ,2025,NZ,,
Rhythm & Sound,,2005,,,
Rhyw,,2024,,,
Rhyze,,2016,,,
Ricardo Miranda,,2007,,,
Ricardo Villalobos,,2010,,,
"Ricardo Villalobos, Seth Troxler & Tiefschwarz",,2011,,,
Riccardo De Polo,,2024,,,
Rich NXT,,2013,,,
Richard Dinsdale,,2008,,,
Richard Dinsdale vs. Robbie Rivera,,2006,,,
Richard Egarr,,2009,,,
Richard Kapp & Philharmonia Virtuosi of New York,,1990,,,
Richie Hawtin,,2015,,,
Richy Ahmed,,2019,,,
Rick Ross,,2006,,,
Rick Wade,,2013,,,
Ricky Stone & Mikael Jonasson,,2009,,,
Rico Tubbs,,2009,,,
Riffie,,2014,,,
Rihanna,,2012,,,
Rings Around Saturn,,2020,,,
Rinzen,,2024,,,
Riot In Belgium,,2006,,,
Ripgroove,,2009,,,
RiskSoundSystem,,2008,,,
Riton & Primary 1,,2009,,,
Riva Starr,,2018,,,
"Riva Starr, Gene Farris, Detlef",,2016,,,
"Riva Starr, Santos",,2016,,,
Rival Consoles,,2025,,,
Road To Mana,,2019,,,
Roadkill,NZ,2013,NZ,,
Rob,,2009,,,
Rob Acid,,2014,,,
Rob Le Pitch,,2006,,,
Rob Salmon,,2008,NZ,https://musicbrainz.org/artist/378f1f39-e272-4a21-baad-af8b75b31d68,
Rob Threezy,,2010,,,
"Rob Threezy, Lazy Ants",,2012,,,
"Robbie Doherty, Keees. & Ejeca",,2020,,,
"Robbie Doherty, Keees. & Joel Corry",,2020,,,
Robert Babicz,,2018,,,
Robert Demico,,2007,,,
Robert Hood,,2025,,,
Robert Owens,,2010,,,
Robin S,,2009,,,
Robosonic,,2017,,,
Robot Humour,NZ,2011,NZ,,
Robot Needs Oil,,2008,,,
Robotboot,,2018,,,
Robyn,,2010,,,
Robz,,2022,,,
Rochelle,,2009,,,
Rocket Men,,2007,,,
Rockwell,,2023,,,
Rockwell & Workforce,,2020,,,
Rod,,2018,,,
Rod Lee,,2006,,,
Rodion & Local Suicide,,2017,,,
Rodriguez Jr.,,2024,,,
Roedelius & Arnold Kasar,,2017,,,
Roger Eno,,2018,,,
Roger Gerressen,,2021,,,
Roger Sanchez & GTO,,2013,,,
"Rogers, Tong",,2012,,,
Rohann,NZ,2011,NZ,,
Rohar,,2018,,,
Roi Okev & HAKIMONU,,2014,,,
Rolan Vega,,2007,,,
Roland Leesker,,2024,,,
Roman Flügel,,2010,,,
Roman Salzger,,2007,,,
Ron Hall & The MuthaFunkaz ft. Marc Evans,,2006,,,
Ronald Pearl & Julian Gray,,2001,,,
Rone White,,2019,,,
Roni Size/Reprazent,,,,,
Roots & Future,NZ,2026,NZ,,
Rory Quigley,,2013,,,
Roska,,2011,,,
Roska & Untold,,2010,,,
Ross from Friends,,2021,,,
"Rosselot, Ferrante",,2007,,,
Rossi,,2021,,,
Rossi.,,2021,,,
Rotor vs. The Bats,NZ,1997,NZ,,
Roughquest,,2012,,,
Round Table Knights,,2012,,,
Round Table Knights & Zombie Disco Squad,,2010,,,
Roy Davis Jr.,,2008,,,
Roy Rosenfeld,,2020,,,
Royksopp,,2009,,,
Rrose,,2019,,,
Rrose + Silent Servant,,2020,,,
Ruben De Ronde,,2010,,,
Rude Kid,,2015,,,
Ruede Hagelstein,,2019,,,
Rufus,,2022,,,
Ruido Con H,,2025,,,
Ruman,,2025,,,
Run DMC,,2006,,,
Rusko,,2010,,,
Russ Chimes,,2013,,,
Ruthlss,,2024,,,
Ryan Enzed,,2011,NZ,https://musicbrainz.org/artist/d3bd3454-0a6b-4751-b6c4-fa45f3a21c7d,
Ryan James Ford,,2024,,,
Ryan Murgatroyd & Kostakis,,2016,,,
Ryuichi Sakamoto,,2017,,,
Ryuichi Sakamoto & Alva Noto,,2019,,,
Ryuichi Sakamoto & Andy Stott,,2017,,,
Ryuichi Sakamoto & Oneohtrix Point Never,,2017,,,
RÜFÜS DU SOL,,2016,,,
Rødhåd,,2025,,,
SBTRKT,,2022,,,
SHADED & Harvard Bass,,2025,,,
SHUFFA,,2025,,,
SKAM,,2012,,,
SLZ,,2012,,,
SNØW x Dismantle,,2020,,,
SOPHIE,,2017,,,
SOSA,,2021,,,
SP:MC,,2013,,,
SPA,,2009,NZ,https://musicbrainz.org/artist/fc92d90e-23ea-4ad9-9608-c2f3ca0aed0c,
SPF 50,,2025,,,
STERAC,,2014,,,
SWART,,2021,,,
SWIDT,NZ,2018,NZ,,
SWIDT & A.GIRL,NZ,2024,NZ,,
Sable (aka Epoq),,2003,,,
Sable Sheep,,2012,,,
Sabo,,2017,,,
Sacha Robotti,,2017,,,
Saine,,2022,,,
Sal Valentine And The Babyshakes,NZ,2013,NZ,,
Sally Shapiro,,2009,,,
Salmon & Mayuri,,2007,,,
Salmonella Dub,NZ,1997,NZ,,
"Salvatore Accardo, English Chamber Orchestra & Anne-Sophie Mutter",,1983,,,
Sam Binga,,2021,,,
Sam Binga & Halogenix,,2019,,,
Sam Binga & Onhell,,2019,,,
Sam Hill,NZ,2009,NZ,,
Sam Paganini,,2014,,,
Sam Sparro,,2007,,,
Sami Saari,,2008,,,
Samu L,,2013,,,
Samurai Breaks & Tim Reaper,,2025,,,
Sandro Beninati,,2017,,,
Sandy Rivera,,2003,,,
Sanoi,,2022,NZ,https://musicbrainz.org/artist/875a70af-56ce-4c4b-a3bd-8934c43a1974,
Santero,,2009,,,
Santiago & Bushido,,2009,,,
Santiago Nino,,2007,,,
Santo & Johnny,,1960,,,
Santogold,,2008,,,
Santos,,2022,,,
Sarah Davachi,,2024,,,
Sascha Funke,,2008,,,
Sasha,,2010,,,
Satoshi Tomiie,,2006,,,
Saturn Never Sleeps,,2012,,,
Saytek,,2014,,,
Scanners,,2009,,,
Scanty Sandwich,,2013,,,
Scheffler Electronics & Mossy,,2018,,,
Schlachthofbronx,,2023,,,
Schlepp Geist,,2021,,,
Schulz Audio,,2016,,,
Scientist,,1981,,,
Scissors For Lefty,,2007,,,
Scott Bradlee's Postmodern Jukebox,,2014,,,
"Scott Diaz, Jack Swift",,2023,,,
Scott Grooves ft. Parliament & Funkadelic,,2006,,,
Scott Hardkiss,,2010,,,
Screendeath,,2010,,,
Se:Sa,,2007,,,
Seal,,2007,,,
Seamus Haji,,2007,,,
Seasfire,,2012,,,
Seb Zito,,2013,,,
Sebastien Leger,,2009,,,
Sebastien Leger & Chris Lake,,2008,,,
Sebastien Leger ft. Gia Mellish,,2006,,,
Sebastien Tellier,,2010,,,
Sebastien V (BE),,2018,,,
Sebo K,,2017,,,
Secondcity,,2014,,,
Secret Squirrel,,2018,,,
Seefeel,,2026,,,
Seiji,,2007,,,
Selan,,2007,,,
Selena Gomez & The Scene,,2011,,,
Sempra,,2023,,,
Senncoria,,2022,,,
Sentient,NZ,2012,NZ,,
Sepalot,,2009,,,
Sepehr,,2024,,,
Sepia,,2023,,,
Seppa,,2020,,,
Serge Santiago,,2009,,,
Sergio Fernandez,,2013,,,
Serum & Serial Killaz,,2014,,,
Seth Troxler & The Martinez Brothers,,2014,,,
Sevdaliza,,2016,,,
Sexual Chocolate,,2008,,,
Señor Stereo,,2011,,,
Shabba Ranks,,1990,,,
Shades,,2018,,,
"Shades, Alix Perez & Eprom",,2022,,,
Shadow Child,,2021,,,
Shadow Child ft. Tymer,,2013,,,
Shafunkers,,2009,,,
Shanghai Quartet,,1994,,,
Shanti Celeste,,2020,,,
Shapeshifter,NZ,2006,NZ,,
Sharam,,2017,,,
Sharam Jey,,2008,,,
Sharam Jey & Andruss,,2019,,,
Sharkslayer,,2009,,,
